neighbourhood,room_type,price,number_of_reviews,calculated_host_listings_count,host_type
Mid-City,Entire home/apt,271.0,72,32,Multi-listing Host
Central City,Entire home/apt,286.0,0,2,Multi-listing Host
Lower Garden District,Entire home/apt,286.0,0,2,Multi-listing Host
Leonidas,Shared room,70.0,0,22,Multi-listing Host
French Quarter,Entire home/apt,140.0,8,2,Multi-listing Host
Treme - Lafitte,Private room,1642.0,5,9,Multi-listing Host
Lower Garden District,Entire home/apt,120.0,67,44,Multi-listing Host
St. Roch,Entire home/apt,,136,1,Single-listing Host
Seventh Ward,Entire home/apt,163.0,32,1,Single-listing Host
Tall Timbers - Brechtel,Entire home/apt,96.0,81,1,Single-listing Host
Uptown,Entire home/apt,183.0,151,1,Single-listing Host
Milneburg,Entire home/apt,250.0,0,1,Single-listing Host
Audubon,Entire home/apt,148.0,16,1,Single-listing Host
Central City,Entire home/apt,,59,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,292.0,129,17,Multi-listing Host
Central City,Entire home/apt,400.0,106,4,Multi-listing Host
Central Business District,Entire home/apt,477.0,107,3,Multi-listing Host
Milneburg,Entire home/apt,196.0,144,1,Single-listing Host
Marigny,Entire home/apt,615.0,57,78,Multi-listing Host
St. Claude,Entire home/apt,215.0,26,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,185.0,22,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,,44,2,Multi-listing Host
Mid-City,Entire home/apt,80.0,317,1,Single-listing Host
Mid-City,Private room,66.0,57,18,Multi-listing Host
Mid-City,Entire home/apt,385.0,70,18,Multi-listing Host
Leonidas,Shared room,35.0,1,22,Multi-listing Host
Leonidas,Entire home/apt,78.0,272,2,Multi-listing Host
Central Business District,Entire home/apt,95.0,203,33,Multi-listing Host
Central Business District,Entire home/apt,164.0,302,33,Multi-listing Host
Central Business District,Entire home/apt,105.0,208,33,Multi-listing Host
Central Business District,Entire home/apt,92.0,252,33,Multi-listing Host
Central Business District,Entire home/apt,114.0,290,33,Multi-listing Host
Treme - Lafitte,Entire home/apt,1200.0,61,2,Multi-listing Host
Milan,Entire home/apt,,30,4,Multi-listing Host
Mid-City,Private room,66.0,66,18,Multi-listing Host
Central Business District,Entire home/apt,115.0,240,33,Multi-listing Host
Central Business District,Entire home/apt,111.0,311,33,Multi-listing Host
Mid-City,Entire home/apt,164.0,196,2,Multi-listing Host
Uptown,Entire home/apt,200.0,2,1,Single-listing Host
Treme - Lafitte,Entire home/apt,188.0,87,13,Multi-listing Host
Irish Channel,Private room,,0,1,Single-listing Host
Bywater,Entire home/apt,225.0,13,5,Multi-listing Host
St. Roch,Entire home/apt,52.0,230,85,Multi-listing Host
St. Roch,Entire home/apt,66.0,138,85,Multi-listing Host
Marigny,Entire home/apt,222.0,150,5,Multi-listing Host
Marigny,Entire home/apt,104.0,149,5,Multi-listing Host
Marigny,Entire home/apt,145.0,213,5,Multi-listing Host
French Quarter,Entire home/apt,107.0,167,5,Multi-listing Host
Marigny,Entire home/apt,145.0,186,5,Multi-listing Host
Seventh Ward,Entire home/apt,63.0,131,17,Multi-listing Host
Bywater,Entire home/apt,113.0,65,1,Single-listing Host
Lower Garden District,Entire home/apt,,8,2,Multi-listing Host
Leonidas,Shared room,35.0,0,22,Multi-listing Host
Treme - Lafitte,Entire home/apt,290.0,7,1,Single-listing Host
Fairgrounds,Entire home/apt,100.0,13,1,Single-listing Host
Central City,Entire home/apt,199.0,22,13,Multi-listing Host
Bayou St. John,Entire home/apt,240.0,80,1,Single-listing Host
Tulane - Gravier,Entire home/apt,1000.0,13,1,Single-listing Host
Leonidas,Entire home/apt,67.0,5,2,Multi-listing Host
Leonidas,Private room,95.0,0,22,Multi-listing Host
Touro,Entire home/apt,250.0,1,1,Single-listing Host
Lakeshore - Lake Vista,Private room,40.0,6,3,Multi-listing Host
Whitney,Entire home/apt,750.0,4,1,Single-listing Host
City Park,Entire home/apt,199.0,46,3,Multi-listing Host
Central City,Entire home/apt,250.0,26,13,Multi-listing Host
St. Roch,Entire home/apt,62.0,6,1,Single-listing Host
St. Roch,Private room,115.0,42,4,Multi-listing Host
Mid-City,Entire home/apt,,84,33,Multi-listing Host
Mid-City,Entire home/apt,55.0,145,33,Multi-listing Host
French Quarter,Private room,,16,3,Multi-listing Host
Marigny,Private room,,16,3,Multi-listing Host
Marigny,Private room,,4,3,Multi-listing Host
Bayou St. John,Entire home/apt,,71,10,Multi-listing Host
Black Pearl,Entire home/apt,500.0,7,1,Single-listing Host
Mid-City,Entire home/apt,78.0,221,1,Single-listing Host
St. Claude,Entire home/apt,82.0,12,1,Single-listing Host
Mid-City,Entire home/apt,130.0,33,1,Single-listing Host
Lower Garden District,Entire home/apt,198.0,18,4,Multi-listing Host
French Quarter,Entire home/apt,147.0,25,30,Multi-listing Host
Central Business District,Entire home/apt,155.0,234,30,Multi-listing Host
Central Business District,Entire home/apt,160.0,817,30,Multi-listing Host
Central Business District,Entire home/apt,245.0,82,30,Multi-listing Host
Central Business District,Entire home/apt,221.0,66,30,Multi-listing Host
Mid-City,Entire home/apt,100.0,148,3,Multi-listing Host
City Park,Entire home/apt,154.0,235,85,Multi-listing Host
Mid-City,Entire home/apt,239.0,86,1,Single-listing Host
Bywater,Entire home/apt,78.0,3,1,Single-listing Host
Holy Cross,Entire home/apt,,1,5,Multi-listing Host
East Carrollton,Entire home/apt,88.0,216,1,Single-listing Host
Broadmoor,Entire home/apt,,8,1,Single-listing Host
Bayou St. John,Entire home/apt,149.0,56,1,Single-listing Host
Marigny,Entire home/apt,113.0,150,2,Multi-listing Host
Bywater,Entire home/apt,256.0,104,11,Multi-listing Host
Central Business District,Entire home/apt,107.0,121,26,Multi-listing Host
Audubon,Entire home/apt,250.0,23,1,Single-listing Host
Treme - Lafitte,Entire home/apt,821.0,101,12,Multi-listing Host
Fairgrounds,Entire home/apt,90.0,81,1,Single-listing Host
Marlyville - Fontainbleau,Entire home/apt,108.0,60,1,Single-listing Host
Bayou St. John,Entire home/apt,,47,1,Single-listing Host
Marigny,Entire home/apt,142.0,110,78,Multi-listing Host
St. Roch,Entire home/apt,,18,21,Multi-listing Host
Central City,Entire home/apt,404.0,119,4,Multi-listing Host
Hollygrove,Entire home/apt,,7,1,Single-listing Host
St. Claude,Entire home/apt,299.0,14,1,Single-listing Host
Lower Ninth Ward,Private room,79.0,2,1,Single-listing Host
Central City,Entire home/apt,464.0,140,4,Multi-listing Host
Central City,Entire home/apt,548.0,134,4,Multi-listing Host
Central Business District,Private room,176.0,67,59,Multi-listing Host
Central Business District,Private room,211.0,71,59,Multi-listing Host
Central Business District,Private room,268.0,72,59,Multi-listing Host
Central Business District,Private room,220.0,72,59,Multi-listing Host
Audubon,Entire home/apt,125.0,83,1,Single-listing Host
Algiers Point,Entire home/apt,82.0,37,1,Single-listing Host
French Quarter,Entire home/apt,55.0,4,5,Multi-listing Host
Tulane - Gravier,Entire home/apt,143.0,146,1,Single-listing Host
Central Business District,Private room,180.0,70,59,Multi-listing Host
Central Business District,Private room,180.0,77,59,Multi-listing Host
Central Business District,Private room,536.0,59,59,Multi-listing Host
Central Business District,Private room,500.0,42,59,Multi-listing Host
East Carrollton,Entire home/apt,98.0,115,1,Single-listing Host
Central City,Entire home/apt,443.0,146,4,Multi-listing Host
Central Business District,Entire home/apt,179.0,68,13,Multi-listing Host
Irish Channel,Entire home/apt,,2,1,Single-listing Host
St. Roch,Entire home/apt,256.0,90,11,Multi-listing Host
Seventh Ward,Entire home/apt,101.0,116,1,Single-listing Host
Lower Garden District,Entire home/apt,500.0,131,1,Single-listing Host
Leonidas,Shared room,35.0,0,22,Multi-listing Host
Fillmore,Private room,72.0,0,2,Multi-listing Host
Leonidas,Shared room,35.0,0,22,Multi-listing Host
Milan,Entire home/apt,132.0,226,85,Multi-listing Host
Central City,Entire home/apt,299.0,89,2,Multi-listing Host
Milan,Entire home/apt,66.0,249,85,Multi-listing Host
Uptown,Entire home/apt,130.0,52,1,Single-listing Host
Seventh Ward,Entire home/apt,89.0,181,85,Multi-listing Host
Freret,Entire home/apt,231.0,89,1,Single-listing Host
Seventh Ward,Entire home/apt,84.0,157,85,Multi-listing Host
East Carrollton,Entire home/apt,,2,1,Single-listing Host
Mid-City,Private room,50.0,14,18,Multi-listing Host
Treme - Lafitte,Entire home/apt,190.0,79,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,188.0,91,2,Multi-listing Host
Treme - Lafitte,Entire home/apt,80.0,133,4,Multi-listing Host
Gentilly Terrace,Entire home/apt,80.0,2,1,Single-listing Host
Milan,Entire home/apt,110.0,154,1,Single-listing Host
Bywater,Entire home/apt,195.0,15,1,Single-listing Host
Touro,Entire home/apt,355.0,3,5,Multi-listing Host
East Riverside,Entire home/apt,,2,1,Single-listing Host
Leonidas,Entire home/apt,,44,1,Single-listing Host
East Riverside,Entire home/apt,57.0,16,1,Single-listing Host
Central Business District,Entire home/apt,159.0,84,13,Multi-listing Host
Mid-City,Entire home/apt,274.0,133,15,Multi-listing Host
Seventh Ward,Entire home/apt,107.0,35,2,Multi-listing Host
Central Business District,Entire home/apt,592.0,8,41,Multi-listing Host
Central Business District,Entire home/apt,577.0,26,41,Multi-listing Host
Central Business District,Entire home/apt,578.0,10,41,Multi-listing Host
Milan,Entire home/apt,346.0,26,1,Single-listing Host
Central City,Entire home/apt,165.0,207,1,Single-listing Host
Marigny,Entire home/apt,425.0,30,1,Single-listing Host
Bywater,Entire home/apt,79.0,217,7,Multi-listing Host
Bywater,Entire home/apt,80.0,226,7,Multi-listing Host
Bywater,Entire home/apt,99.0,205,7,Multi-listing Host
Bywater,Entire home/apt,97.0,191,7,Multi-listing Host
Seventh Ward,Entire home/apt,106.0,137,17,Multi-listing Host
Central Business District,Entire home/apt,699.0,108,2,Multi-listing Host
Central Business District,Entire home/apt,699.0,78,2,Multi-listing Host
Central City,Entire home/apt,97.0,117,1,Single-listing Host
Lower Garden District,Entire home/apt,249.0,51,1,Single-listing Host
Bayou St. John,Entire home/apt,178.0,49,21,Multi-listing Host
East Riverside,Entire home/apt,140.0,92,1,Single-listing Host
Lower Garden District,Entire home/apt,250.0,72,1,Single-listing Host
Seventh Ward,Entire home/apt,150.0,27,4,Multi-listing Host
Mid-City,Entire home/apt,,50,1,Single-listing Host
Bayou St. John,Entire home/apt,130.0,87,1,Single-listing Host
Central Business District,Entire home/apt,150.0,105,78,Multi-listing Host
Central City,Entire home/apt,212.0,111,1,Single-listing Host
Central City,Entire home/apt,150.0,12,3,Multi-listing Host
St. Roch,Entire home/apt,20.0,5,3,Multi-listing Host
Algiers Point,Entire home/apt,110.0,71,1,Single-listing Host
Seventh Ward,Entire home/apt,95.0,61,1,Single-listing Host
Seventh Ward,Entire home/apt,110.0,52,1,Single-listing Host
Garden District,Entire home/apt,,0,1,Single-listing Host
Behrman,Entire home/apt,,43,1,Single-listing Host
Holy Cross,Entire home/apt,61.0,142,1,Single-listing Host
Broadmoor,Entire home/apt,90.0,150,1,Single-listing Host
West End,Entire home/apt,165.0,98,1,Single-listing Host
Marigny,Private room,209.0,0,5,Multi-listing Host
Marigny,Private room,186.0,1,5,Multi-listing Host
Mid-City,Entire home/apt,178.0,55,21,Multi-listing Host
Lower Garden District,Entire home/apt,172.0,66,1,Single-listing Host
Central Business District,Entire home/apt,159.0,307,33,Multi-listing Host
Bywater,Entire home/apt,75.0,4,7,Multi-listing Host
Irish Channel,Entire home/apt,123.0,132,5,Multi-listing Host
Audubon,Entire home/apt,,13,2,Multi-listing Host
Leonidas,Shared room,70.0,0,22,Multi-listing Host
Mcdonogh,Private room,70.0,38,2,Multi-listing Host
Mcdonogh,Private room,60.0,41,2,Multi-listing Host
Fairgrounds,Entire home/apt,88.0,95,81,Multi-listing Host
St. Claude,Entire home/apt,,9,1,Single-listing Host
Uptown,Entire home/apt,450.0,37,1,Single-listing Host
Hollygrove,Entire home/apt,128.0,0,2,Multi-listing Host
Central City,Entire home/apt,,6,1,Single-listing Host
Black Pearl,Entire home/apt,74.0,166,85,Multi-listing Host
St. Roch,Entire home/apt,90.0,57,2,Multi-listing Host
St. Roch,Entire home/apt,232.0,34,1,Single-listing Host
St. Roch,Entire home/apt,69.0,9,5,Multi-listing Host
St. Roch,Private room,475.0,48,8,Multi-listing Host
Central City,Entire home/apt,159.0,31,2,Multi-listing Host
Marigny,Entire home/apt,86.0,129,78,Multi-listing Host
St. Bernard Area,Entire home/apt,,0,22,Multi-listing Host
Leonidas,Shared room,,0,22,Multi-listing Host
East Riverside,Entire home/apt,115.0,52,1,Single-listing Host
Lower Garden District,Entire home/apt,210.0,52,4,Multi-listing Host
Tulane - Gravier,Entire home/apt,154.0,188,1,Single-listing Host
Mid-City,Entire home/apt,132.0,56,1,Single-listing Host
East Riverside,Entire home/apt,240.0,24,1,Single-listing Host
Mid-City,Entire home/apt,180.0,5,1,Single-listing Host
Central Business District,Entire home/apt,156.0,98,3,Multi-listing Host
Milan,Entire home/apt,149.0,41,10,Multi-listing Host
Leonidas,Shared room,35.0,0,22,Multi-listing Host
Mid-City,Entire home/apt,,0,2,Multi-listing Host
Treme - Lafitte,Private room,60.0,33,1,Single-listing Host
Mid-City,Entire home/apt,95.0,145,1,Single-listing Host
St. Bernard Area,Shared room,145.0,0,22,Multi-listing Host
Fillmore,Entire home/apt,,18,1,Single-listing Host
Lower Garden District,Entire home/apt,138.0,101,14,Multi-listing Host
Hollygrove,Entire home/apt,163.0,91,1,Single-listing Host
Marigny,Entire home/apt,585.0,118,23,Multi-listing Host
Central City,Entire home/apt,347.0,128,15,Multi-listing Host
Leonidas,Shared room,,0,22,Multi-listing Host
Mid-City,Entire home/apt,181.0,77,1,Single-listing Host
Mid-City,Entire home/apt,62.0,157,8,Multi-listing Host
Bywater,Entire home/apt,178.0,101,78,Multi-listing Host
Lower Garden District,Entire home/apt,143.0,110,14,Multi-listing Host
Marigny,Entire home/apt,201.0,169,85,Multi-listing Host
Marigny,Entire home/apt,147.0,135,85,Multi-listing Host
Marigny,Entire home/apt,155.0,165,85,Multi-listing Host
Lower Garden District,Entire home/apt,317.0,48,8,Multi-listing Host
Central City,Entire home/apt,,2,2,Multi-listing Host
Mid-City,Entire home/apt,65.0,8,7,Multi-listing Host
Central City,Entire home/apt,,4,2,Multi-listing Host
Leonidas,Shared room,,0,22,Multi-listing Host
Gentilly Terrace,Entire home/apt,118.0,18,1,Single-listing Host
Fairgrounds,Entire home/apt,166.0,112,1,Single-listing Host
Irish Channel,Entire home/apt,,9,1,Single-listing Host
Hollygrove,Shared room,,0,22,Multi-listing Host
Seventh Ward,Entire home/apt,150.0,42,1,Single-listing Host
Milan,Entire home/apt,206.0,56,10,Multi-listing Host
Central City,Entire home/apt,168.0,70,7,Multi-listing Host
Central Business District,Entire home/apt,135.0,81,1,Single-listing Host
Mid-City,Entire home/apt,274.0,83,32,Multi-listing Host
Leonidas,Shared room,70.0,0,22,Multi-listing Host
Mid-City,Entire home/apt,87.0,112,81,Multi-listing Host
Central City,Entire home/apt,286.0,108,15,Multi-listing Host
Central City,Entire home/apt,327.0,108,15,Multi-listing Host
West Riverside,Entire home/apt,429.0,86,2,Multi-listing Host
Gentilly Terrace,Entire home/apt,113.0,31,1,Single-listing Host
St. Bernard Area,Shared room,,0,22,Multi-listing Host
Treme - Lafitte,Entire home/apt,143.0,45,1,Single-listing Host
Seventh Ward,Entire home/apt,178.0,37,1,Single-listing Host
Milan,Entire home/apt,237.0,35,10,Multi-listing Host
East Carrollton,Entire home/apt,104.0,12,1,Single-listing Host
Central City,Entire home/apt,441.0,74,7,Multi-listing Host
Bywater,Entire home/apt,189.0,37,1,Single-listing Host
Central City,Entire home/apt,297.0,57,78,Multi-listing Host
West Riverside,Entire home/apt,128.0,35,1,Single-listing Host
Central City,Entire home/apt,,62,1,Single-listing Host
Lakeview,Entire home/apt,564.0,15,1,Single-listing Host
Lower Garden District,Entire home/apt,243.0,144,14,Multi-listing Host
Central City,Entire home/apt,510.0,55,7,Multi-listing Host
Central City,Entire home/apt,60.0,8,4,Multi-listing Host
Old Aurora,Entire home/apt,118.0,56,1,Single-listing Host
West Riverside,Entire home/apt,475.0,1,3,Multi-listing Host
St. Roch,Entire home/apt,125.0,34,1,Single-listing Host
St. Claude,Entire home/apt,165.0,134,81,Multi-listing Host
Central City,Entire home/apt,311.0,109,15,Multi-listing Host
Seventh Ward,Entire home/apt,235.0,63,2,Multi-listing Host
Milan,Entire home/apt,356.0,2,2,Multi-listing Host
Audubon,Entire home/apt,264.0,99,1,Single-listing Host
West Riverside,Entire home/apt,495.0,36,3,Multi-listing Host
Seventh Ward,Entire home/apt,125.0,9,1,Single-listing Host
Seventh Ward,Entire home/apt,,0,6,Multi-listing Host
Bywater,Entire home/apt,145.0,148,1,Single-listing Host
Marigny,Entire home/apt,139.0,69,1,Single-listing Host
East Carrollton,Entire home/apt,350.0,47,1,Single-listing Host
St. Roch,Entire home/apt,169.0,95,1,Single-listing Host
French Quarter,Private room,799.0,2,24,Multi-listing Host
Pines Village,Entire home/apt,70.0,0,1,Single-listing Host
Bywater,Entire home/apt,,3,1,Single-listing Host
Bywater,Entire home/apt,1226.0,35,7,Multi-listing Host
Seventh Ward,Entire home/apt,40.0,2,1,Single-listing Host
Mid-City,Private room,57.0,60,18,Multi-listing Host
Mid-City,Private room,61.0,56,18,Multi-listing Host
Leonidas,Entire home/apt,404.0,73,1,Single-listing Host
French Quarter,Entire home/apt,117.0,101,26,Multi-listing Host
Tulane - Gravier,Entire home/apt,174.0,61,1,Single-listing Host
Marigny,Entire home/apt,,42,1,Single-listing Host
Mcdonogh,Entire home/apt,111.0,233,2,Multi-listing Host
Central City,Entire home/apt,212.0,47,8,Multi-listing Host
Seventh Ward,Entire home/apt,105.0,6,2,Multi-listing Host
St. Roch,Entire home/apt,313.0,121,57,Multi-listing Host
Mid-City,Entire home/apt,126.0,108,78,Multi-listing Host
